,team,playerid,name,assists,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,round,saves,team_a_score,team_h_score,threat,total_points,value,was_home,yellow_cards,GW,fdr
0,1,11,Pierre-Emerick_Aubameyang_11,0,1,6.5,0,1,12.2,37.4,90,13,1,0,1.0,0.0,78.0,6,110,False,0,1,2.0
1,1,12,Alexandre_Lacazette_12,0,0,0.0,0,0,0.0,0.0,0,13,1,0,1.0,0.0,0.0,0,95,False,0,1,2.0
2,1,14,Bernd_Leno_14,0,1,0.0,0,0,1.8,18.0,90,13,1,2,1.0,0.0,0.0,7,50,False,0,1,2.0
3,2,29,Jack_Grealish_29,0,0,22.1,3,0,4.9,27.0,90,17,1,0,1.0,3.0,0.0,2,60,False,0,1,4.0
4,3,42,Lewis_Dunk_42,1,1,13.3,0,0,5.1,35.8,90,18,1,0,3.0,0.0,2.0,11,45,False,1,1,2.0
5,3,47,Mathew_Ryan_47,0,1,0.0,0,0,2.5,25.4,90,18,1,3,3.0,0.0,0.0,9,45,False,0,1,2.0
6,4,67,Callum_Wilson_67,1,0,2.3,1,0,4.0,2.4,89,15,1,0,1.0,1.0,35.0,5,80,True,0,1,2.0
7,5,83,Ben_Mee_83,0,1,0.1,0,0,2.3,21.2,90,16,1,0,0.0,3.0,2.0,6,50,True,0,1,3.0
8,5,84,James_Tarkowski_84,0,1,0.2,0,0,5.4,18.0,90,16,1,0,0.0,3.0,36.0,6,50,True,0,1,3.0
9,5,91,Chris_Wood_91,0,1,0.7,0,0,0.8,0.0,90,16,1,0,0.0,3.0,8.0,2,65,True,0,1,3.0
10,5,93,Nick_Pope_93,0,1,10.0,0,0,3.6,25.6,90,16,1,3,0.0,3.0,0.0,8,45,True,0,1,3.0
11,5,97,Dwight_McNeil_97,0,1,5.3,0,0,2.1,15.8,83,16,1,0,0.0,3.0,0.0,3,60,True,0,1,3.0
12,5,101,Ashley_Westwood_101,0,1,11.5,0,0,1.8,6.4,90,16,1,0,0.0,3.0,0.0,3,55,True,0,1,3.0
13,6,105,César_Azpilicueta_105,0,0,16.7,4,0,4.3,24.2,90,12,1,0,0.0,4.0,2.0,0,60,False,0,1,4.0
14,6,113,Willian_Borges Da Silva_113,0,0,0.0,0,0,0.0,0.0,0,12,1,0,0.0,4.0,0.0,0,70,False,0,1,4.0
15,12,122,Aaron_Wan-Bissaka_122,0,1,16.1,0,0,4.9,30.4,90,6,1,0,0.0,4.0,2.0,8,55,True,0,1,4.0
16,7,123,Patrick_van Aanholt_123,0,1,0.5,0,0,1.8,15.4,90,8,1,0,0.0,0.0,2.0,6,55,True,0,1,3.0
17,7,131,Vicente_Guaita_131,0,1,0.0,0,0,1.4,14.0,90,8,1,2,0.0,0.0,0.0,6,50,True,0,1,3.0
18,7,133,Wilfried_Zaha_133,0,0,0.8,0,0,3.7,4.4,25,8,1,0,0.0,0.0,32.0,1,70,True,0,1,3.0
19,8,141,Lucas_Digne_141,0,1,16.5,0,0,4.5,6.4,90,7,1,0,0.0,0.0,22.0,6,60,False,0,1,2.0
20,8,147,Dominic_Calvert-Lewin_147,0,1,11.2,0,0,1.9,1.4,68,7,1,0,0.0,0.0,6.0,2,60,False,0,1,2.0
21,8,148,Jordan_Pickford_148,0,1,0.0,0,0,2.1,20.8,90,7,1,2,0.0,0.0,0.0,7,55,False,0,1,2.0
22,8,150,Richarlison_de Andrade_150,0,1,19.3,0,0,6.4,12.2,90,7,1,0,0.0,0.0,32.0,3,80,False,0,1,2.0
23,9,159,Ricardo Domingos_Barbosa Pereira_159,0,1,16.0,0,0,4.6,21.4,90,20,1,0,0.0,0.0,9.0,9,60,True,0,1,3.0
24,9,160,Harry_Maguire_160,0,1,10.8,0,0,5.4,34.8,90,6,1,0,0.0,4.0,8.0,6,55,True,0,1,4.0
25,9,161,Benjamin_Chilwell_161,0,1,16.8,0,0,3.1,5.4,90,20,1,0,0.0,0.0,9.0,6,55,True,0,1,3.0
26,9,162,Jonny_Evans_162,0,1,0.3,0,0,3.7,27.4,90,20,1,0,0.0,0.0,9.0,7,50,True,0,1,3.0
27,9,164,Çaglar_Söyüncü_164,0,1,0.5,0,0,2.3,20.4,90,20,1,0,0.0,0.0,2.0,6,45,True,0,1,3.0
28,9,166,Jamie_Vardy_166,0,1,4.9,0,0,1.6,6.8,90,20,1,0,0.0,0.0,4.0,2,90,True,0,1,3.0
29,9,168,Kasper_Schmeichel_168,0,1,0.0,0,0,1.6,15.8,90,20,1,2,0.0,0.0,0.0,6,50,True,0,1,3.0
30,9,171,James_Maddison_171,0,1,49.2,0,0,6.6,3.6,90,20,1,0,0.0,0.0,13.0,3,70,True,0,1,3.0
31,9,172,Harvey_Barnes_172,0,0,2.1,0,0,1.9,5.6,29,20,1,0,0.0,0.0,11.0,1,60,True,0,1,3.0
32,10,181,Andrew_Robertson_181,0,0,24.7,1,0,4.4,12.4,90,14,1,0,1.0,4.0,7.0,2,70,True,0,1,1.0
33,10,182,Trent_Alexander-Arnold_182,1,0,36.3,1,0,8.4,35.6,90,14,1,0,1.0,4.0,12.0,5,70,True,0,1,1.0
34,10,183,Virgil_van Dijk_183,0,0,0.8,1,1,7.4,52.4,90,14,1,0,1.0,4.0,21.0,8,65,True,0,1,1.0
35,10,187,Roberto_Firmino_187,1,0,14.8,1,0,10.5,24.6,85,14,1,0,1.0,4.0,66.0,5,95,True,0,1,1.0
36,10,189,Alisson_Ramses Becker_189,0,0,0.0,0,0,0.6,5.6,38,14,1,2,1.0,4.0,0.0,1,60,True,0,1,1.0
37,10,191,Mohamed_Salah_191,1,0,39.7,1,1,13.4,54.8,90,14,1,0,1.0,4.0,39.0,12,125,True,0,1,1.0
38,10,192,Sadio_Mané_192,0,0,1.3,0,0,0.9,1.2,16,14,1,0,1.0,4.0,6.0,1,115,True,0,1,1.0
39,10,198,Jordan_Henderson_198,0,0,6.2,1,0,5.9,12.2,90,14,1,0,1.0,4.0,41.0,2,55,True,0,1,1.0
40,10,199,Georginio_Wijnaldum_199,0,0,5.2,1,0,1.1,3.8,90,14,1,0,1.0,4.0,2.0,2,55,True,0,1,1.0
41,11,203,Kyle_Walker_203,1,1,23.3,0,0,7.1,27.4,90,19,1,0,5.0,0.0,20.0,8,60,False,1,1,2.0
42,11,210,Sergio_Agüero_210,0,0,0.3,0,1,5.1,33.4,21,19,1,0,5.0,0.0,17.0,5,120,False,0,1,2.0
43,11,211,Gabriel Fernando_de Jesus_211,0,1,4.8,0,1,8.0,33.4,68,19,1,0,5.0,0.0,42.0,6,95,False,0,1,2.0
44,11,212,Ederson_Santana de Moraes_212,0,1,0.0,0,0,2.9,28.8,90,19,1,3,5.0,0.0,0.0,7,60,False,0,1,2.0
45,11,214,Raheem_Sterling_214,0,1,12.7,0,3,19.0,103.6,90,19,1,0,5.0,0.0,74.0,20,120,False,1,1,2.0
46,11,215,Kevin_De Bruyne_215,1,1,37.4,0,0,10.2,37.8,78,19,1,0,5.0,0.0,27.0,7,95,False,0,1,2.0
47,11,217,Riyad_Mahrez_217,3,1,51.2,0,0,14.3,52.6,90,19,1,0,5.0,0.0,39.0,14,85,False,0,1,2.0
48,11,218,Bernardo Mota_Veiga de Carvalho e Silva_218,0,0,0.0,0,0,0.0,0.0,0,19,1,0,5.0,0.0,0.0,0,80,False,0,1,2.0
49,11,219,David_Silva_219,0,1,32.3,0,0,5.7,7.2,79,19,1,0,5.0,0.0,17.0,3,75,False,0,1,2.0
50,12,225,Victor_Lindelöf_225,0,1,0.1,0,0,2.0,19.4,90,6,1,0,0.0,4.0,0.0,5,55,True,1,1,4.0
51,12,233,Marcus_Rashford_233,0,1,1.9,0,2,13.2,71.8,85,6,1,0,0.0,4.0,58.0,13,85,True,0,1,4.0
52,12,234,Mason_Greenwood_234,0,0,0.6,0,0,1.9,0.0,4,6,1,0,0.0,4.0,18.0,1,45,True,0,1,4.0
53,12,235,David_de Gea_235,0,1,0.0,0,0,4.3,43.2,90,6,1,7,0.0,4.0,0.0,10,55,True,0,1,4.0
54,12,239,Anthony_Martial_239,0,1,19.3,0,1,13.0,39.2,90,6,1,0,0.0,4.0,71.0,7,75,True,1,1,4.0
55,13,254,Federico_Fernández_254,0,0,0.0,0,0,0.0,0.0,0,1,1,0,1.0,0.0,0.0,0,45,True,0,1,3.0
56,13,262,Martin_Dubravka_262,0,0,0.0,1,0,1.1,11.0,90,1,1,1,1.0,0.0,0.0,2,50,True,0,1,3.0
57,9,265,Ayoze_Pérez_265,0,1,3.6,0,0,1.8,2.0,75,20,1,0,0.0,0.0,12.0,3,65,True,0,1,3.0
58,13,266,Miguel_Almirón_266,0,0,13.5,1,0,3.6,1.4,90,1,1,0,1.0,0.0,21.0,1,60,True,1,1,3.0
59,13,269,Jonjo_Shelvey_269,0,0,4.8,0,0,3.6,5.0,53,1,1,0,1.0,0.0,26.0,1,50,True,0,1,3.0
60,14,278,Teemu_Pukki_278,0,0,21.2,4,1,10.1,39.2,82,10,1,0,1.0,4.0,41.0,7,65,False,0,1,5.0
61,14,280,Tim_Krul_280,0,0,0.0,4,0,3.0,30.4,90,10,1,4,1.0,4.0,0.0,1,45,False,0,1,5.0
62,14,287,Todd_Cantwell_287,0,0,33.9,4,0,5.2,15.6,90,10,1,0,1.0,4.0,2.0,2,45,False,0,1,5.0
63,15,291,Enda_Stevens_291,0,0,3.1,1,0,1.5,10.2,90,3,1,0,1.0,1.0,2.0,2,50,False,0,1,2.0
64,15,293,Jack_O'Connell_293,0,0,4.6,1,0,2.0,15.6,90,3,1,0,1.0,1.0,0.0,2,45,False,0,1,2.0
65,15,294,George_Baldock_294,0,0,3.8,1,0,0.7,0.4,90,3,1,0,1.0,1.0,3.0,2,45,False,0,1,2.0
66,15,295,John_Egan_295,0,0,0.3,1,0,2.2,19.6,90,3,1,0,1.0,1.0,2.0,2,45,False,0,1,2.0
67,15,297,John_Lundstram_297,0,0,27.2,1,0,3.5,4.8,77,3,1,0,1.0,1.0,3.0,3,40,False,0,1,2.0
68,15,301,John_Fleck_301,0,0,28.5,1,0,3.7,8.2,90,3,1,0,1.0,1.0,0.0,1,50,False,1,1,2.0
69,16,313,Danny_Ings_313,0,0,11.0,1,0,1.6,4.8,65,5,1,0,0.0,3.0,0.0,2,60,False,0,1,3.0
70,16,318,Alex_McCarthy_318,0,0,0.0,0,0,0.0,0.0,0,5,1,0,0.0,3.0,0.0,0,45,False,0,1,3.0
71,16,320,Nathan_Redmond_320,0,0,3.1,3,0,3.5,2.4,90,5,1,0,0.0,3.0,29.0,2,65,False,0,1,3.0
72,16,321,James_Ward-Prowse_321,0,0,15.1,3,0,4.3,10.8,90,5,1,0,0.0,3.0,17.0,2,60,False,0,1,3.0
73,17,336,Serge_Aurier_336,0,0,0.0,0,0,0.0,0.0,0,2,1,0,1.0,3.0,0.0,0,50,True,0,1,2.0
74,17,338,Harry_Kane_338,0,0,24.1,1,2,18.3,64.2,90,2,1,0,1.0,3.0,95.0,13,110,True,0,1,2.0
75,17,342,Heung-Min_Son_342,0,0,0.0,0,0,0.0,0.0,0,2,1,0,1.0,3.0,0.0,0,95,True,0,1,2.0
76,17,344,Bamidele_Alli_344,0,0,0.0,0,0,0.0,0.0,0,2,1,0,1.0,3.0,0.0,0,85,True,0,1,2.0
77,18,362,Troy_Deeney_362,0,0,11.5,3,0,2.8,7.6,90,4,1,0,3.0,0.0,9.0,2,65,True,0,1,2.0
78,18,366,Ben_Foster_366,0,0,0.0,3,0,1.0,10.0,90,4,1,1,3.0,0.0,0.0,1,50,True,0,1,2.0
79,18,368,Abdoulaye_Doucouré_368,0,0,23.1,3,0,3.0,4.4,90,4,1,0,3.0,0.0,2.0,0,60,True,0,1,2.0
80,19,389,Michail_Antonio_389,0,0,12.3,1,0,1.6,3.8,45,11,1,0,5.0,0.0,0.0,1,70,True,0,1,5.0
81,19,395,Declan_Rice_395,0,0,1.8,5,0,1.8,16.0,90,11,1,0,5.0,0.0,0.0,2,50,True,0,1,5.0
82,19,396,Mark_Noble_396,0,0,0.0,0,0,0.0,0.0,0,11,1,0,5.0,0.0,0.0,0,50,True,0,1,5.0
83,20,401,Matt_Doherty_401,0,1,1.8,0,0,0.2,0.0,90,9,1,0,0.0,0.0,0.0,6,60,False,0,1,3.0
84,20,402,Jonathan_Castro Otto_402,0,1,12.3,0,0,2.8,16.0,90,9,1,0,0.0,0.0,0.0,5,55,False,1,1,3.0
85,20,403,Conor_Coady_403,0,1,0.0,0,0,1.0,10.0,90,9,1,0,0.0,0.0,0.0,6,50,False,0,1,3.0
86,20,407,Romain_Saïss_407,0,0,0.1,0,0,0.3,3.0,9,9,1,0,0.0,0.0,0.0,1,45,False,0,1,3.0
87,20,409,Raúl_Jiménez_409,0,1,12.2,0,0,6.2,19.8,90,9,1,0,0.0,0.0,30.0,2,75,False,0,1,3.0
88,20,410,Diogo_Jota_410,0,1,12.3,0,0,3.9,1.6,75,9,1,0,0.0,0.0,25.0,2,65,False,0,1,3.0
89,20,411,Rui Pedro_dos Santos Patrício_411,0,1,0.0,0,0,0.8,7.8,90,9,1,1,0.0,0.0,0.0,6,50,False,0,1,3.0
90,20,415,João Filipe Iria_Santos Moutinho_415,0,1,29.8,0,0,5.2,21.8,90,9,1,0,0.0,0.0,0.0,3,55,False,0,1,3.0
91,20,417,Adama_Traoré_417,0,0,0.0,0,0,0.0,0.0,0,9,1,0,0.0,0.0,0.0,0,50,False,0,1,3.0
92,4,421,Leandro_Trossard_421,0,0,0.0,0,0,0.0,0.0,0,18,1,0,3.0,0.0,0.0,0,60,False,0,1,2.0
93,15,423,Chris_Basham_423,0,0,1.5,1,0,1.3,9.6,81,3,1,0,1.0,1.0,2.0,2,45,False,0,1,2.0
94,6,431,Christian_Pulisic_431,0,0,11.8,3,0,2.6,6.0,32,12,1,0,0.0,4.0,8.0,1,75,False,0,1,4.0
95,9,448,Youri_Tielemans_448,0,1,33.7,0,0,8.4,14.2,90,20,1,0,0.0,0.0,36.0,3,65,True,0,1,3.0
96,19,457,Sébastien_Haller_457,0,0,0.0,5,0,0.0,0.0,90,11,1,0,5.0,0.0,0.0,2,75,True,0,1,5.0
97,6,460,Tammy_Abraham_460,0,0,0.8,2,0,2.4,0.0,65,12,1,0,0.0,4.0,24.0,1,70,False,1,1,4.0
98,6,463,Mason_Mount_463,0,0,51.8,4,0,9.7,25.0,90,12,1,0,0.0,4.0,20.0,2,60,False,0,1,4.0
99,7,468,Jordan_Ayew_468,0,1,12.8,0,0,4.1,9.0,64,8,1,0,0.0,0.0,19.0,2,50,True,0,1,3.0
100,15,471,Dean_Henderson_471,0,0,0.0,1,0,1.4,13.6,90,3,1,2,1.0,1.0,0.0,2,45,False,0,1,2.0
101,1,488,Nicolas_Pépé_488,0,0,1.6,0,0,0.2,0.2,19,13,1,0,1.0,0.0,0.0,1,95,False,0,1,2.0
102,3,494,Aaron_Ramsdale_494,0,0,0.0,1,0,1.0,9.8,90,15,1,2,1.0,1.0,0.0,2,45,True,0,1,2.0
103,4,502,Neal_Maupay_502,0,0,0.0,0,1,0.0,0.0,26,18,1,0,3.0,0.0,0.0,6,60,False,0,1,2.0
104,18,525,Ismaïla_Sarr_525,0,0,0.0,0,0,0.0,0.0,0,4,1,0,3.0,0.0,0.0,0,65,True,0,1,2.0
105,12,618,Bruno Miguel_Borges Fernandes_618,0,0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0,0,True,0,1,-1.0
106,1,11,Pierre-Emerick_Aubameyang_11,0,0,18.9,1,1,9.4,42.2,90,5,2,0,1.0,2.0,33.0,6,110,True,1,2,3.0
107,1,12,Alexandre_Lacazette_12,0,0,11.8,1,1,10.6,36.2,70,5,2,0,1.0,2.0,58.0,8,95,True,0,2,3.0
108,1,14,Bernd_Leno_14,0,0,0.0,1,0,2.6,26.4,90,5,2,3,1.0,2.0,0.0,3,50,True,0,2,3.0
109,2,29,Jack_Grealish_29,1,0,70.0,2,0,11.5,34.0,90,3,2,0,2.0,1.0,11.0,6,60,True,0,2,2.0
110,3,42,Lewis_Dunk_42,0,0,0.5,1,0,2.2,17.8,90,19,2,0,1.0,1.0,4.0,3,45,True,0,2,2.0
111,3,47,Mathew_Ryan_47,0,0,0.0,1,0,1.9,19.4,90,19,2,2,1.0,1.0,0.0,2,45,True,0,2,2.0
112,4,67,Callum_Wilson_67,1,0,52.1,1,0,9.0,11.4,90,2,2,0,2.0,1.0,26.0,5,80,False,0,2,2.0
113,5,83,Ben_Mee_83,0,0,20.6,2,0,7.3,21.6,90,1,2,0,1.0,2.0,31.0,1,50,False,0,2,3.0
114,5,84,James_Tarkowski_84,0,0,0.1,2,0,3.8,11.6,90,1,2,0,1.0,2.0,26.0,1,50,False,0,2,3.0
115,5,91,Chris_Wood_91,0,0,12.8,1,0,2.2,1.4,60,1,2,0,1.0,2.0,8.0,2,65,False,0,2,3.0
116,5,93,Nick_Pope_93,0,0,10.3,2,0,6.6,54.0,90,1,2,7,1.0,2.0,2.0,3,45,False,0,2,3.0
117,5,97,Dwight_McNeil_97,1,0,26.8,2,0,6.3,7.6,90,1,2,0,1.0,2.0,29.0,5,60,False,0,2,3.0
118,5,101,Ashley_Westwood_101,0,0,22.6,2,0,3.9,12.8,90,1,2,0,1.0,2.0,4.0,2,55,False,0,2,3.0
119,6,105,César_Azpilicueta_105,0,0,30.5,1,0,5.6,19.8,90,9,2,0,1.0,1.0,6.0,2,60,True,0,2,3.0
120,6,113,Willian_Borges Da Silva_113,0,0,1.0,0,0,0.5,0.2,19,9,2,0,1.0,1.0,4.0,1,70,True,0,2,3.0
121,12,122,Aaron_Wan-Bissaka_122,0,0,11.0,1,0,4.4,28.0,90,20,2,0,1.0,1.0,5.0,1,55,False,1,2,3.0
122,7,123,Patrick_van Aanholt_123,0,0,14.4,1,0,2.6,11.8,90,15,2,0,0.0,1.0,0.0,2,55,False,0,2,2.0
123,7,131,Vicente_Guaita_131,0,0,0.0,1,0,2.4,23.6,90,15,2,2,0.0,1.0,0.0,2,50,False,0,2,2.0
124,7,133,Wilfried_Zaha_133,0,0,14.8,1,0,4.7,4.6,90,15,2,0,0.0,1.0,28.0,2,70,False,0,2,2.0
125,8,141,Lucas_Digne_141,1,1,29.8,0,0,9.3,35.4,72,18,2,0,0.0,1.0,28.0,11,60,True,0,2,2.0
126,8,147,Dominic_Calvert-Lewin_147,0,1,0.7,0,0,0.7,4.4,71,18,2,0,0.0,1.0,2.0,2,60,True,0,2,2.0
127,8,148,Jordan_Pickford_148,0,1,0.0,0,0,1.6,15.8,90,18,2,2,0.0,1.0,0.0,6,55,True,0,2,2.0
128,8,150,Richarlison_de Andrade_150,0,1,0.4,0,0,3.0,0.0,62,18,2,0,0.0,1.0,30.0,3,80,True,0,2,2.0
129,9,159,Ricardo Domingos_Barbosa Pereira_159,0,0,7.2,1,0,4.2,32.2,90,6,2,0,1.0,1.0,3.0,2,60,False,0,2,4.0
130,9,160,Harry_Maguire_160,0,0,11.5,1,0,3.8,22.8,90,20,2,0,1.0,1.0,4.0,2,55,False,0,2,3.0
131,9,161,Benjamin_Chilwell_161,0,0,0.0,0,0,0.0,0.0,0,6,2,0,1.0,1.0,0.0,0,55,False,0,2,4.0
132,9,162,Jonny_Evans_162,0,0,0.3,1,0,1.7,16.4,90,6,2,0,1.0,1.0,0.0,3,50,False,0,2,4.0
133,9,164,Çaglar_Söyüncü_164,0,0,0.5,1,0,2.7,24.2,90,6,2,0,1.0,1.0,2.0,2,45,False,0,2,4.0
134,9,166,Jamie_Vardy_166,0,0,2.3,1,0,0.9,0.0,90,6,2,0,1.0,1.0,10.0,2,90,False,0,2,4.0
135,9,168,Kasper_Schmeichel_168,0,0,0.0,1,0,3.7,36.6,90,6,2,4,1.0,1.0,0.0,3,50,False,0,2,4.0
136,9,171,James_Maddison_171,1,0,52.5,1,0,8.9,20.8,90,6,2,0,1.0,1.0,16.0,5,70,False,0,2,4.0
137,9,172,Harvey_Barnes_172,0,0,0.0,0,0,0.0,0.0,0,6,2,0,1.0,1.0,0.0,0,60,False,0,2,4.0
138,10,181,Andrew_Robertson_181,0,0,18.3,1,0,6.3,23.8,90,16,2,0,2.0,1.0,21.0,2,70,False,0,2,3.0
139,10,182,Trent_Alexander-Arnold_182,0,0,29.5,1,0,4.3,9.8,90,16,2,0,2.0,1.0,4.0,1,70,False,1,2,3.0
140,10,183,Virgil_van Dijk_183,0,0,1.1,1,0,3.4,30.8,90,16,2,0,2.0,1.0,2.0,2,65,False,0,2,3.0
141,10,187,Roberto_Firmino_187,0,0,7.2,1,1,7.6,36.4,90,16,2,0,2.0,1.0,32.0,8,95,False,0,2,3.0
142,10,189,Alisson_Ramses Becker_189,0,0,0.0,0,0,0.0,0.0,0,16,2,0,2.0,1.0,0.0,0,59,False,0,2,3.0
143,10,191,Mohamed_Salah_191,0,1,11.8,0,0,4.3,2.4,78,16,2,0,2.0,1.0,29.0,3,125,False,0,2,3.0
144,10,192,Sadio_Mané_192,1,0,56.0,1,1,16.3,69.4,90,16,2,0,2.0,1.0,38.0,13,115,False,0,2,3.0
145,10,198,Jordan_Henderson_198,0,0,3.3,0,0,0.3,0.0,1,16,2,0,2.0,1.0,0.0,1,55,False,0,2,3.0
146,10,199,Georginio_Wijnaldum_199,0,0,2.4,1,0,1.7,11.0,90,16,2,0,2.0,1.0,4.0,2,55,False,0,2,3.0
147,11,203,Kyle_Walker_203,0,0,30.5,2,0,5.4,19.4,90,17,2,0,2.0,2.0,4.0,1,60,True,0,2,4.0
148,11,210,Sergio_Agüero_210,0,0,10.9,2,1,9.3,31.4,65,17,2,0,2.0,2.0,51.0,6,120,True,0,2,4.0
149,11,211,Gabriel Fernando_de Jesus_211,0,0,0.8,0,0,4.7,0.0,24,17,2,0,2.0,2.0,48.0,1,95,True,0,2,4.0
150,11,212,Ederson_Santana de Moraes_212,0,0,0.0,2,0,0.5,5.0,90,17,2,0,2.0,2.0,0.0,1,61,True,0,2,4.0
151,11,214,Raheem_Sterling_214,0,0,30.6,2,1,19.7,44.4,90,17,2,0,2.0,2.0,122.0,6,121,True,1,2,4.0
152,11,215,Kevin_De Bruyne_215,2,0,127.7,2,0,22.5,59.2,90,17,2,0,2.0,2.0,38.0,11,95,True,0,2,4.0
153,11,217,Riyad_Mahrez_217,0,0,1.0,0,0,0.7,0.2,10,17,2,0,2.0,2.0,6.0,1,85,True,0,2,4.0
154,11,218,Bernardo Mota_Veiga de Carvalho e Silva_218,0,0,21.4,2,0,12.0,7.6,79,17,2,0,2.0,2.0,91.0,2,80,True,0,2,4.0
155,11,219,David_Silva_219,0,0,0.6,0,0,0.1,0.0,12,17,2,0,2.0,2.0,0.0,1,75,True,0,2,4.0
156,12,225,Victor_Lindelöf_225,0,0,0.9,1,0,1.8,17.0,90,20,2,0,1.0,1.0,0.0,2,55,False,0,2,3.0
157,12,233,Marcus_Rashford_233,1,0,25.2,1,0,5.2,17.8,88,20,2,0,1.0,1.0,9.0,6,86,False,0,2,3.0
158,12,234,Mason_Greenwood_234,0,0,2.0,0,0,0.4,2.2,1,20,2,0,1.0,1.0,0.0,1,45,False,0,2,3.0
159,12,235,David_de Gea_235,0,0,0.0,1,0,1.3,13.0,90,20,2,1,1.0,1.0,0.0,2,56,False,0,2,3.0
160,12,239,Anthony_Martial_239,0,0,3.3,1,1,7.1,39.0,90,20,2,0,1.0,1.0,29.0,7,76,False,0,2,3.0
161,13,254,Federico_Fernández_254,0,0,0.0,0,0,0.0,0.0,0,14,2,0,1.0,3.0,0.0,0,45,False,0,2,1.0
162,13,262,Martin_Dubravka_262,0,0,0.0,3,0,3.9,38.6,90,14,2,5,1.0,3.0,0.0,2,50,False,0,2,1.0
163,9,265,Ayoze_Pérez_265,0,0,10.1,1,0,5.1,9.4,79,6,2,0,1.0,1.0,31.0,2,65,False,0,2,4.0
164,13,266,Miguel_Almirón_266,0,0,2.9,3,0,1.1,2.0,90,14,2,0,1.0,3.0,6.0,2,60,False,0,2,1.0
165,13,269,Jonjo_Shelvey_269,0,0,40.5,3,1,10.9,47.4,90,14,2,0,1.0,3.0,21.0,8,50,False,0,2,1.0
166,14,278,Teemu_Pukki_278,0,0,12.6,1,3,23.9,112.4,90,13,2,0,1.0,3.0,114.0,17,66,True,0,2,2.0
167,14,280,Tim_Krul_280,0,0,0.0,1,0,2.6,25.6,90,13,2,2,1.0,3.0,0.0,2,45,True,0,2,2.0
168,14,287,Todd_Cantwell_287,2,0,58.3,1,0,14.6,46.6,90,13,2,0,1.0,3.0,41.0,10,45,True,0,2,2.0
169,15,291,Enda_Stevens_291,0,1,13.2,0,0,5.0,16.4,90,7,2,0,0.0,1.0,20.0,7,50,True,0,2,2.0
170,15,293,Jack_O'Connell_293,0,1,1.2,0,0,7.9,22.6,90,7,2,0,0.0,1.0,55.0,6,45,True,0,2,2.0
171,15,294,George_Baldock_294,0,1,8.3,0,0,2.7,14.4,90,7,2,0,0.0,1.0,4.0,5,45,True,1,2,2.0
172,15,295,John_Egan_295,0,1,0.0,0,0,1.2,11.8,90,7,2,0,0.0,1.0,0.0,6,45,True,0,2,2.0
173,15,297,John_Lundstram_297,0,1,18.5,0,1,9.4,53.4,90,7,2,0,0.0,1.0,22.0,14,40,True,1,2,2.0
174,15,301,John_Fleck_301,0,0,15.5,0,0,1.8,1.8,28,7,2,0,0.0,1.0,1.0,1,50,True,0,2,2.0
175,16,313,Danny_Ings_313,0,0,0.8,1,1,8.9,29.2,26,10,2,0,2.0,1.0,59.0,6,60,True,0,2,5.0
176,16,318,Alex_McCarthy_318,0,0,0.0,0,0,0.0,0.0,0,10,2,0,2.0,1.0,0.0,0,45,True,0,2,5.0
177,16,320,Nathan_Redmond_320,0,0,22.9,2,0,3.9,4.6,90,10,2,0,2.0,1.0,11.0,2,65,True,0,2,5.0
178,16,321,James_Ward-Prowse_321,0,0,29.5,2,0,4.3,11.2,90,10,2,0,2.0,1.0,2.0,2,60,True,0,2,5.0
179,17,336,Serge_Aurier_336,0,0,0.0,0,0,0.0,0.0,0,11,2,0,2.0,2.0,0.0,0,50,False,0,2,5.0
180,17,338,Harry_Kane_338,0,0,1.8,2,0,0.6,0.4,90,11,2,0,2.0,2.0,4.0,2,110,False,0,2,5.0
181,17,342,Heung-Min_Son_342,0,0,0.0,0,0,0.0,0.0,0,11,2,0,2.0,2.0,0.0,0,95,False,0,2,5.0
182,17,344,Bamidele_Alli_344,0,0,0.0,0,0,0.0,0.0,0,11,2,0,2.0,2.0,0.0,0,85,False,0,2,5.0
183,18,362,Troy_Deeney_362,0,0,12.8,1,0,5.9,9.0,90,8,2,0,0.0,1.0,37.0,2,65,False,0,2,3.0
184,18,366,Ben_Foster_366,0,0,0.0,1,0,1.1,10.6,90,8,2,1,0.0,1.0,0.0,2,50,False,0,2,3.0
185,18,368,Abdoulaye_Doucouré_368,0,0,12.2,1,0,3.1,12.6,90,8,2,0,0.0,1.0,6.0,2,60,False,0,2,3.0
186,19,389,Michail_Antonio_389,0,0,1.2,1,0,6.6,6.4,45,4,2,0,1.0,1.0,58.0,1,70,False,0,2,2.0
187,19,395,Declan_Rice_395,0,0,11.9,1,0,2.1,8.2,90,4,2,0,1.0,1.0,1.0,1,50,False,1,2,2.0
188,19,396,Mark_Noble_396,0,0,0.0,0,0,0.0,0.0,0,4,2,0,1.0,1.0,0.0,0,50,False,0,2,2.0
189,20,401,Matt_Doherty_401,0,0,0.8,1,0,0.1,0.0,45,12,2,0,1.0,1.0,0.0,1,60,True,0,2,4.0
190,20,402,Jonathan_Castro Otto_402,0,0,2.8,1,0,3.9,13.6,90,12,2,0,1.0,1.0,23.0,2,55,True,0,2,4.0
